Compound  SmmetryNum  SymetGroup
Ag2Bi1O3  7  (Pc)
Ag2Cd1I4  121  (I-42m)
Ag2Cr1O4  62  (Pnma)
Ag2Cr2O7  2  (P-1)
Ag2Cs1I3  62  (Pnma)
Ag2Ge1O3  19  (P212121)
Ag2Ge1S3  36  (Cmc21)
Ag2Hf1S3  64  (Cmce)
Ag2Hg1I4  111  (P-42m)
Ag2Hg1I4  82  (I-4)
Ag2Hg1O2  96  (P43212)
Ag2Hg1S2  14  (P21/c)
Ag2I4Zn1  31  (Pmn21)
Ag2Mo1O4  227  (Fd-3m)
Ag2Mo2O7  2  (P-1)
Ag2Mo2O7  14  (P21/c)
Ag2O11V4  12  (C2/m)
Ag2O2Pb1  15  (C2/c)
Ag2O2Pd1  71  (Immm)
Ag2O3Se1  14  (P21/c)
Ag7Cs1S4  85  (P4/n)
Ag7P1Se6  198  (P213)
Ag7Rb1S4  85  (P4/n)
Ag7S6Ta1  7  (Pc)
Ag8O16W4  34  (Pnn2)
Al1As1O3  160  (R3m)
Al1As1O4  82  (I-4)
Al1As1O4  152  (P3121)
Al1Au1O2  194  (P63/mmc)
Al1Au1O2  166  (R-3m)
Al1B1Be1  216  (F-43m)
Al1Ba1F5  19  (P212121)
Al1Ba1F5  14  (P21/c)
Al1Ba1F5  4  (P21)
Al1Ba3F9  62  (Pnma)
Al1Ba3P3  64  (Cmce)
Al1Bi1O3  221  (Pm-3m)
Al1Bi1O3  161  (R3c)
Al1Bi1O3  99  (P4mm)
Al1Ca1F5  15  (C2/c)
Al1Ca1F5  14  (P21/c)
Al1Ca2F7  62  (Pnma)
Al1Ca3N3  14  (P21/c)
Al1Cl1O1  59  (Pmmn)
Al1Cl4K1  4  (P21)
Al1Na1O2  33  (Pna21)
Al1Na3P2  72  (Ibam)
Al1Na3S3  14  (P21/c)
Al1Nb1O4  12  (C2/m)
Al1O2Rb1  227  (Fd-3m)
Al1O2Tl1  166  (R-3m)
Al1O3Sb1  160  (R3m)
Al1O3Sc1  62  (Pnma)
Al1O4Ta1  12  (C2/m)
Al1O4Ta1  60  (Pbcn)
Al1P3Si1  62  (Pnma)
Al1S2Tl1  15  (C2/c)
Al2As3K3  11  (P21/m)
Al2Ba1O4  182  (P6322)
Al2Ba1O4  173  (P63)
Al2Ba3N4  52  (Pnna)
Al2Ba3P4  62  (Pnma)
Al2Be1O4  62  (Pnma)
Al2Br7K1  14  (P21/c)
Al2Ca1O4  173  (P63)
Al2Ca1O4  11  (P21/m)
Al2Ca1O4  62  (Pnma)
Al2Ca1O4  14  (P21/c)
Al2Ca1S4  70  (Fddd)
Al2Ca2O5  46  (Ima2)
Al4Ca1O7  15  (C2/c)
Al4Cd1O7  15  (C2/c)
Al4In2N6  36  (Cmc21)
Al4O7Sr1  15  (C2/c)
Al4O7Sr1  67  (Cmme)
Al4P6S18  5  (C2)
Al9K1O14  14  (P21/c)
Am1Br1O1  129  (P4/nmm)
Am1Cl1O1  129  (P4/nmm)
Am2O7Zr2  227  (Fd-3m)
As1Au1O4  15  (C2/c)
As1Bi1O4  14  (P21/c)
As1Bi1O4  88  (I41/a)
As1Br3F6  2  (P-1)
As1Br5F6  15  (C2/c)
As1Ca2I1  166  (R-3m)
As1Ca3N1  221  (Pm-3m)
As1Ca3N1  62  (Pnma)
As1Cd1K1  129  (P4/nmm)
As1Cl1F8  15  (C2/c)
As1Cl2F3  85  (P4/n)
As1Co1S1  4  (P21)
As1Co1S1  14  (P21/c)
As1Co1S1  29  (Pca21)
As1Co1S1  198  (P213)
As1Na1O2  61  (Pbca)
As1Na1O3  2  (P-1)
As1Na1S2  14  (P21/c)
As1Na3S3  198  (P213)
As1Na5O5  57  (Pbcm)
As1O2Rb1  57  (Pbcm)
As1O3Sb1  14  (P21/c)
As1O4Sb1  11  (P21/m)
As1O4Sc1  141  (I41/amd)
As1O4Tb1  70  (Fddd)
As1O4Tl3  173  (P63)
As1O5Sb1  19  (P212121)
As1S2Tl1  14  (P21/c)
As1S3Tl3  61  (Pbca)
As1S3Tl3  160  (R3m)
As1S4Tl3  62  (Pnma)
As2Au1K5  194  (P63/mmc)
As2B1Cs3  15  (C2/c)
As2B1Rb3  15  (C2/c)
As2B4Cl4  2  (P-1)
As2Ba2O7  2  (P-1)
As2Ba3O8  166  (R-3m)
As2Ba4O1  139  (I4/mmm)
As2Be1K4  166  (R-3m)
As2Ca1O6  162  (P-31m)
As3Cd2I1  9  (Cc)
As3Cd2I1  15  (C2/c)
As3Cs1O8  15  (C2/c)
As3Ge3K1  62  (Pnma)
As3In2K3  64  (Cmce)
As3K1Sn3  62  (Pnma)
As3K5Pb3  62  (Pnma)
As4Ga3K3  52  (Pnna)
As4He2O6  227  (Fd-3m)
As4K2Zn5  63  (Cmcm)
As4K7Nb1  31  (Pmn21)
As4K7Ta1  31  (Pmn21)
As5Cs3O9  157  (P31m)
As5I1Te7  8  (Cm)
As5K6Sn3  59  (Pmmn)
As5S8Tl1  14  (P21/c)
Au1Bi1K2  63  (Cmcm)
Au1Bi1O2  11  (P21/m)
Au1Br1F6  4  (P21)
Au1Br1O2  15  (C2/c)
Au1Br4K1  14  (P21/c)
Au1Ca2N1  63  (Cmcm)
Au1Cd1O2  2  (P-1)
Au1Ce2P3  62  (Pnma)
Au1Cl1O2  15  (C2/c)
Au1O2Sc1  194  (P63/mmc)
Au1O2Sc1  166  (R-3m)
Au1P3Pr2  62  (Pnma)
Au1Rb1S1  63  (Cmcm)
Au1Si1Y1  186  (P63mc)
Au2Ba1F8  82  (I-4)
Au2Ba1O4  88  (I41/a)
Au2Ca1O4  88  (I41/a)
Au2Cd1F8  124  (P4/mcc)
Au2Cs1F7  15  (C2/c)
Au2Cs2I6  139  (I4/mmm)
Au2F8Hg1  124  (P4/mcc)
Au2F8Mg1  14  (P21/c)
Au2F8Ni1  14  (P21/c)
Au2F8Pd1  14  (P21/c)
Au2F8Zn1  14  (P21/c)
Au2I6Rb2  12  (C2/m)
Au2O4Sr1  88  (I41/a)
Au2O7Se2  32  (Pba2)
Au2O8Sr5  22  (F222)
Au2P2Pb1  63  (Cmcm)
Au3Cs1S2  164  (P-3m1)
Au3K3Sb2  166  (R-3m)
Au3O2Rb5  55  (Pbam)
Au3P7Sn1  11  (P21/m)
B2Os2Th1  22  (F222)
B2Rb2Se7  15  (C2/c)
B2Rh3Tm1  12  (C2/m)
B2Ru2Th1  22  (F222)
B2Se7Tl2  15  (C2/c)
B3S10Tl3  2  (P-1)
B4Ba7S13  15  (C2/c)
B4Ce1Re1  55  (Pbam)
B4Cr1Lu1  55  (Pbam)
B4Cr1Pr1  55  (Pbam)
B4Dy1Mn1  55  (Pbam)
B4Dy1Re1  55  (Pbam)
B4Lu1Os1  55  (Pbam)
B4Lu1Ru1  55  (Pbam)
B4Ni1Sc1  55  (Pbam)
B6Ba3O12  161  (R3c)
B6Co1Lu2  55  (Pbam)
B6Co4O13  217  (I-43m)
B6Cs2O10  19  (P212121)
B6Fe3Tb4  166  (R-3m)
B6Ho2Re1  55  (Pbam)
B6Ho4O15  15  (C2/c)
B6Li2O10  33  (Pna21)
B6Lu2Ru1  55  (Pbam)
B6Mn2Nd5  166  (R-3m)
Ba1F4Sn1  129  (P4/nmm)
Ba1F4Zn1  7  (Pc)
Ba1F4Zn1  36  (Cmc21)
Ba1F5Fe1  14  (P21/c)
Ba1F5Ga1  19  (P212121)
Ba1F5Mn1  19  (P212121)
Ba1F5Sb1  57  (Pbcm)
Ba1F6Ni1  166  (R-3m)
Ba1F6Si1  166  (R-3m)
Ba1F6Sn1  148  (R-3)
Ba1F6Tb1  2  (P-1)
Ba1F6Te1  43  (Fdd2)
Ba1F6Ti1  166  (R-3m)
Ba1F6Zr1  14  (P21/c)
Ba1F6Zr1  67  (Cmme)
Ba1F8Tm2  12  (C2/m)
Ba1Fe2O4  36  (Cmc21)
Ba1Fe4O7  163  (P-31c)
Ba1Ga2P2  14  (P21/c)
Ba1Ga4S7  31  (Pmn21)
Ba1Ge1O3  19  (P212121)
Ba1Ge2O5  64  (Cmce)
Ba1Ge2P2  105  (P42mc)
Ba1Ge4O9  143  (P3)
Ba1Ge4O9  150  (P321)
Ba1O3Sn2  2  (P-1)
Ba1O3Sn2  29  (Pca21)
Ba1O3Sn2  34  (Pnn2)
Ba1O3Sn2  52  (Pnna)
Ba1O3Te1  11  (P21/m)
Ba1O3Te1  62  (Pnma)
Ba1O3Te1  160  (R3m)
Ba1O3Th1  221  (Pm-3m)
Ba1O3Th1  62  (Pnma)
Ba1O3Ti1  20  (C2221)
Ba1O3Ti1  194  (P63/mmc)
Ba1O3Ti1  38  (Amm2)
Ba1O3Ti1  99  (P4mm)
Ba1O3Ti1  221  (Pm-3m)
Ba1O3Ti1  123  (P4/mmm)
Ba1O3Ti1  160  (R3m)
Ba1O3Zr1  140  (I4/mcm)
Ba1O3Zr1  221  (Pm-3m)
Ba1O4Sc2  15  (C2/c)
Ba1O4Se1  62  (Pnma)
Ba1O4Te1  14  (P21/c)
Ba1O5Se2  14  (P21/c)
Ba1O5Si2  62  (Pnma)
Ba1O5Ti2  12  (C2/m)
Ba1O5Ti2  62  (Pnma)
Ba2Hg1S5  62  (Pnma)
Ba2In2O5  46  (Ima2)
Ba2In5P5  62  (Pnma)
Ba2Mn1O3  9  (Cc)
Ba2N2Zn1  139  (I4/mmm)
Ba2N3Nb1  15  (C2/c)
Ba2N3Ta1  15  (C2/c)
Ba2N8Si5  31  (Pmn21)
Ba2O1Te1  129  (P4/nmm)
Ba2O3Pd1  71  (Immm)
Ba2O3Zn1  15  (C2/c)
Ba2O4Pb1  139  (I4/mmm)
Ba2O4Si1  62  (Pnma)
Ba2O4Sn1  139  (I4/mmm)
Ba2O4Ti1  14  (P21/c)
Ba2O4Zr1  139  (I4/mmm)
Ba2O5Tl2  62  (Pnma)
Ba2P2Se6  14  (P21/c)
Ba2S3Zn1  62  (Pnma)
Ba2S4Si1  62  (Pnma)
Ba2S4Sn1  14  (P21/c)
Ba2S4Ti1  62  (Pnma)
Ba2S4Zr1  139  (I4/mmm)
Ba2S6Th1  137  (P42/nmc)
Ba3Bi1N1  194  (P63/mmc)
Be1F4Pb1  62  (Pnma)
Be1F4Rb2  62  (Pnma)
Be1F4Rb2  33  (Pna21)
Be1F4Sr1  14  (P21/c)
Be1F4Tl2  62  (Pnma)
Be1Ge1N2  33  (Pna21)
Be1Ge1P2  122  (I-42d)
Be1Hf1O3  99  (P4mm)
Be1Li1N1  14  (P21/c)
Be1Li1N1  216  (F-43m)
Be1Li1P1  129  (P4/nmm)
Be1Li1P1  216  (F-43m)
Be1N2Si1  122  (I-42d)
Be1N2Si1  33  (Pna21)
Be1N6O14  43  (Fdd2)
Be1Na2O2  4  (P21)
Be1O3Si1  8  (Cm)
Be1O3Te1  160  (R3m)
Be1O3Zr1  99  (P4mm)
Be1P2Si1  122  (I-42d)
Be1P2Sn1  122  (I-42d)
Be2Ca1P2  164  (P-3m1)
Be2Cs1F5  213  (P4132)
Be2F5Rb1  1  (P1)
Be2F5Tl1  13  (P2/c)
Bi1Mn1O3  5  (C2)
Bi1Mn1O3  15  (C2/c)
Bi1Mn1O3  14  (P21/c)
Bi1Mn1O3  62  (Pnma)
Bi1Mn2O5  55  (Pbam)
Bi1N1Pr2  129  (P4/nmm)
Bi1Na1O2  15  (C2/c)
Bi1Na1O3  148  (R-3)
Bi1Na3O3  217  (I-43m)
Bi1Na3O4  13  (P2/c)
Bi1Nb1O4  52  (Pnna)
Bi1Nb1O4  2  (P-1)
Bi1Ni1O3  2  (P-1)
Bi1Ni1Y1  216  (F-43m)
Bi1O2Rb1  15  (C2/c)
Bi1O3Rb3  198  (P213)
Bi1O3Rh1  62  (Pnma)
Bi1O3Sc1  221  (Pm-3m)
Bi1O3Sc1  5  (C2)
Bi1O3Sc1  9  (Cc)
Bi1O3Sr1  14  (P21/c)
Bi1O4Pd2  2  (P-1)
Bi1O4Re1  63  (Cmcm)
Bi1O4Sb1  15  (C2/c)
Bi1O4Sb1  14  (P21/c)
Bi2S4Yb1  62  (Pnma)
Bi2S5Tl4  62  (Pnma)
Bi3Br1O4  52  (Pnna)
Bi3Cl1O4  15  (C2/c)
Bi3Cs1S5  62  (Pnma)
Bi3O7Sb1  2  (P-1)
Bi3O8Re1  199  (I213)
Bi4Br2O5  4  (P21)
Bi4Fe1S7  12  (C2/m)
Bi4I2Ru1  87  (I4/m)
Bi5Br1O7  64  (Cmce)
Bi7F11O5  5  (C2)
Bi9I3Rh2  11  (P21/m)
Br1Ca2N1  166  (R-3m)
Br1Cd2P3  9  (Cc)
Br1Cd2P3  15  (C2/c)
Br1Cs1F4  71  (Immm)
Br1Cs1I2  62  (Pnma)
Br1Cs1O4  141  (I41/amd)
Br1Cs1O4  88  (I41/a)
Br1Cu1O2  1  (P1)
Br1Eu1O1  129  (P4/nmm)
Br1Eu3O4  63  (Cmcm)
Br1F1Pb1  129  (P4/nmm)
Br1F1Sr1  129  (P4/nmm)
Br2Re6S8  14  (P21/c)
Br2S7Te1  62  (Pnma)
Br3Cu1K2  62  (Pnma)
Br3Fe1K1  62  (Pnma)
Br3Ge1K1  221  (Pm-3m)
Br3In1K1  147  (P-3)
Br3K1Sn1  221  (Pm-3m)
Br3K1Ti1  173  (P63)
Br3Li6N1  225  (Fm-3m)
Br3Li6N1  14  (P21/c)
Br3Li7O2  139  (I4/mmm)
Br3Nb1O1  113  (P-421m)
Br3O1Pa1  12  (C2/m)
Br4Ga1K1  161  (R3c)
Br4Ge4S6  2  (P-1)
Br4In1K1  52  (Pnna)
Br4K1Tl1  52  (Pnna)
Br4K2Pd1  123  (P4/mmm)
Br4K2Pt1  123  (P4/mmm)
Br4K2Zn1  11  (P21/m)
Br4K2Zn1  4  (P21)
Br4O1Rb6  167  (R-3c)
Br4S1Tl6  128  (P4/mnc)
Br5F6Sb1  15  (C2/c)
Br5K1Pb2  14  (P21/c)
C2Ce1Ni1  38  (Amm2)
C2Co1Ho1  38  (Amm2)
C2Co1La1  9  (Cc)
C2Co1Lu1  38  (Amm2)
C2Co1Pr1  9  (Cc)
C2Co1Tb1  38  (Amm2)
C2Co1Tm1  38  (Amm2)
C2Cr1Sc1  59  (Pmmn)
C2Cs1Na1  57  (Pbcm)
C2Cs1Rb1  62  (Pnma)
C2Cs2Pd1  164  (P-3m1)
C2Cs2Pt1  164  (P-3m1)
C2Cu1Rb1  123  (P4/mmm)
C2Cu1Rb1  131  (P42/mmc)
C2Dy1Fe1  38  (Amm2)
C2Dy1Ni1  38  (Amm2)
C2Er1Fe1  38  (Amm2)
C2Er1Ni1  38  (Amm2)
C2Fe1Gd1  38  (Amm2)
C2Gd1Ni1  38  (Amm2)
C2Gd1Ru1  63  (Cmcm)
C2H18N18  2  (P-1)
C2I10La6  2  (P-1)
C2La1Rh1  76  (P41)
C2Na2Pd1  164  (P-3m1)
Ca1F6Sn2  2  (P-1)
Ca1F6Ti1  166  (R-3m)
Ca1Fe1O2  113  (P-421m)
Ca1Fe1O3  14  (P21/c)
Ca1Fe1O3  62  (Pnma)
Ca1Fe2O4  62  (Pnma)
Ca1Ga2O4  14  (P21/c)
Ca1Ga2O4  33  (Pna21)
Ca1Ga2O4  62  (Pnma)
Ca1Ga2P2  194  (P63/mmc)
Ca1Ga2S4  14  (P21/c)
Ca1Ga2S4  70  (Fddd)
Ca1Ga2S4  66  (Cccm)
Ca1Ga4O7  15  (C2/c)
Ca1Ge1N2  122  (I-42d)
Ca1Ge1O3  62  (Pnma)
Ca1Ge1O3  2  (P-1)
Ca1Ge1O3  221  (Pm-3m)
Ca1Ge2O5  15  (C2/c)
Ca1Ge2O5  2  (P-1)
Ca1Ge2O5  55  (Pbam)
Ca1Ge2O5  1  (P1)
Ca1Hf1O3  99  (P4mm)
Ca1Hf1S3  62  (Pnma)
Ca1Hg1O2  166  (R-3m)
Ca1O4Se1  88  (I41/a)
Ca1O4Se1  14  (P21/c)
Ca1O4Se1  64  (Cmce)
Ca1O4Te1  60  (Pbcn)
Ca1O4Ti2  63  (Cmcm)
Ca1O4Tl2  63  (Cmcm)
Ca1O5Si2  2  (P-1)
Ca1O5Te2  14  (P21/c)
Ca1O6Os2  162  (P-31m)
Ca1O6Sb2  162  (P-31m)
Ca1O6Ta2  62  (Pnma)
Ca1O6Ta2  200  (Pm-3)
Ca1O8Te3  15  (C2/c)
Ca1P1Pt1  26  (Pmc21)
Ca1P2Zn2  164  (P-3m1)
Ca1S3Zr1  62  (Pnma)
Ca1S4Sc2  62  (Pnma)
Ca2Cd1P2  36  (Cmc21)
Ca2Cl1N1  166  (R-3m)
Ca2Cr2O5  46  (Ima2)
Ca2Fe2O5  62  (Pnma)
Ca2Ga2O5  46  (Ima2)
Ca2Ge1O4  139  (I4/mmm)
Ca2Ge1O4  164  (P-3m1)
Ca2Ge1O4  62  (Pnma)
Cd1Se4Y2  227  (Fd-3m)
Cd2Cl1P3  9  (Cc)
Cd2Cl1P3  15  (C2/c)
Cd2Cl2P1  14  (P21/c)
Cd2Ge1O4  62  (Pnma)
Cd2I7Tl3  55  (Pbam)
Cd2Nb2O7  227  (Fd-3m)
Cd2Nb2O7  46  (Ima2)
Cd2Nb2O7  9  (Cc)
Cd2O12P4  15  (C2/c)
Cd2O17P6  14  (P21/c)
Cd2O4Si1  70  (Fddd)
Cd2O4Si1  227  (Fd-3m)
Cd2O4Sn1  55  (Pbam)
Cd2O4Sn1  227  (Fd-3m)
Cd2O7Sb2  74  (Imma)
Cd2O7Sb2  227  (Fd-3m)
Cd2O7Ta2  227  (Fd-3m)
Cd2O7Te2  2  (P-1)
Cd2O9Te3  14  (P21/c)
Cd2P2Se6  148  (R-3)
Cd2P2Sr1  164  (P-3m1)
Cd3Cl2O2  14  (P21/c)
Cd3K2Se4  62  (Pnma)
Cd3K2Te4  62  (Pnma)
Cl1F3Sn2  19  (P212121)
Cl1F8Nb1  54  (Pcca)
Cl1F8Sb1  2  (P-1)
Cl1F8Ta1  54  (Pcca)
Cl1Hf1N1  166  (R-3m)
Cl1Hg2O1  15  (C2/c)
Cl1Hg2P3  15  (C2/c)
Cl1I1Pb1  62  (Pnma)
Cl1I1Sn1  62  (Pnma)
Cl1In1O1  59  (Pmmn)
Cl1In5S5  11  (P21/m)
Cl1La1O1  129  (P4/nmm)
Cl1Li1O2  138  (P42/ncm)
Cl1Li1O4  62  (Pnma)
Cl1Li4N1  166  (R-3m)
Cl1Mn1O3  36  (Cmc21)
Cl1N1Sr2  166  (R-3m)
Cl1N1Th1  129  (P4/nmm)
Cl1N1Ti1  59  (Pmmn)
Cl1N1Zn2  33  (Pna21)
Cl1N1Zr1  164  (P-3m1)
Cl1N1Zr1  166  (R-3m)
Cl1N6Sb1  15  (C2/c)
Cl1Na1O2  15  (C2/c)
Cl1Na1O3  14  (P21/c)
Cl3K1Mg1  62  (Pnma)
Cl3La2N1  72  (Ibam)
Cl3Li5O1  140  (I4/mcm)
Cl3Mo1N1  2  (P-1)
Cl3Mo1S2  14  (P21/c)
Cl3N1Pr2  72  (Ibam)
Cl3N1Se2  14  (P21/c)
Cl3N3Ti1  2  (P-1)
Cl3Nb1O1  136  (P42/mnm)
Cl3Nb1O1  113  (P-421m)
Cl3O2Re1  58  (Pnnm)
Cl3Re1S1  12  (C2/m)
Cl3S8Sb1  2  (P-1)
Cl4Cs6O1  167  (R-3c)
Cl4F1Nb1  2  (P-1)
Cl4F1Sb1  82  (I-4)
Cl4F1Ta1  82  (I-4)
Cl4Fe1K1  4  (P21)
Cl4Ga1K1  14  (P21/c)
Cl4Hg1K2  62  (Pnma)
Cl4Hg3O1  198  (P213)
Cl4K1Tl1  88  (I41/a)
Cl4K2Mg1  139  (I4/mmm)
Cl4K2Pd1  123  (P4/mmm)
Cl4K2Pt1  123  (P4/mmm)
Cl8Pd8S8  14  (P21/c)
Cl8Pt1S2  14  (P21/c)
Cl9Cs3W2  194  (P63/mmc)
Cl9Cs3Y2  167  (R-3c)
Cl9K3Mo2  176  (P63/m)
Cl9P1Se1  46  (Ima2)
Cl9P1Sn1  67  (Cmme)
Cl9P1Te1  46  (Ima2)
Cl9S1Sb1  12  (C2/m)
Co1Cs1O2  15  (C2/c)
Co1Cu1O2  166  (R-3m)
Co1F4Li1  14  (P21/c)
Co1Hf2P1  11  (P21/m)
Co1La1O3  167  (R-3c)
Co1La1O3  15  (C2/c)
Co1La1O3  221  (Pm-3m)
Co1Li1O2  166  (R-3m)
Co1Lu1O3  62  (Pnma)
Co1Mo2S4  9  (Cc)
Co1Na1O2  166  (R-3m)
Co1Na3O2  136  (P42/mnm)
Co1Na4O3  1  (P1)
Co1Na4O4  1  (P1)
Co1Nb1O4  12  (C2/m)
Co1P1Se1  61  (Pbca)
Cr1O5Pb2  12  (C2/m)
Cr1O5Ti2  15  (C2/c)
Cr1O6Ta2  136  (P42/mnm)
Cr1O6Ta2  14  (P21/c)
Cr1S3Th1  62  (Pnma)
Cr1V2Zn1  216  (F-43m)
Cr2Cs6O7  14  (P21/c)
Cr2Fe1O4  227  (Fd-3m)
Cr2Fe1S4  227  (Fd-3m)
Cr2Hg1O7  145  (P32)
Cr2Na2O7  2  (P-1)
Cr2O6Te1  136  (P42/mnm)
Cr2O7Rb2  14  (P21/c)
Cr2O7Rb2  15  (C2/c)
Cr2O7Rb2  2  (P-1)
Cr2O7Tl2  2  (P-1)
Cr2O8Tl2  62  (Pnma)
Cr3K2O10  14  (P21/c)
Cr3O9Sr4  143  (P3)
Cr3S5Tl1  12  (C2/m)
Cr4K2O13  7  (Pc)
Cs1Cu1F4  140  (I4/mcm)
Cs1Cu1O1  63  (Cmcm)
Cs1Cu1O2  63  (Cmcm)
Cs1Cu1S4  19  (P212121)
Cs1In3O5  62  (Pnma)
Cs1In5S8  12  (C2/m)
Cs1K2Sb1  225  (Fm-3m)
Cs1La1S2  166  (R-3m)
Cs1Lu1S2  166  (R-3m)
Cs1Lu1S2  194  (P63/mmc)
Cs1Mn1O4  62  (Pnma)
Cs1N2Nb1  227  (Fd-3m)
Cs1N9Sr1  15  (C2/c)
Cs1Na1S1  129  (P4/nmm)
Cs1Nb1O3  14  (P21/c)
Cs1O2Sb1  15  (C2/c)
Cs1O3Ta1  160  (R3m)
Cs1O4Re1  141  (I41/amd)
Cs1O4Re1  62  (Pnma)
Cs1O4Tc1  62  (Pnma)
Cs1P3Zn4  123  (P4/mmm)
Cs1Pr1S2  166  (R-3m)
Cs1S2Sb1  14  (P21/c)
Cs1S2Tb1  166  (R-3m)
Cs1S2Tb1  194  (P63/mmc)
Cs1S2Tm1  166  (R-3m)
Cs1S2Tm1  194  (P63/mmc)
Cs1S6Sb1  14  (P21/c)
Cs2F3Li1  36  (Cmc21)
Cs2S2Te1  36  (Cmc21)
Cs2S3Ti1  36  (Cmc21)
Cs2S4Zn3  72  (Ibam)
Cs2S6Sn2  2  (P-1)
Cs2S8Sb4  2  (P-1)
Cs2Se4W1  62  (Pnma)
Cs3Cu2I5  62  (Pnma)
Cs3F4Li1  12  (C2/m)
Cs3F6Tl1  139  (I4/mmm)
Cs3F7Ge1  127  (P4/mbm)
Cs3F7Ni1  127  (P4/mbm)
Cs3F7Si1  127  (P4/mbm)
Cs3F7Ti1  127  (P4/mbm)
Cs3F9Fe2  194  (P63/mmc)
Cs3Fe1S3  64  (Cmce)
Cs3I4Li1  11  (P21/m)
Cs3I5Li2  12  (C2/m)
Cs3I5Zn1  62  (Pnma)
Cs3I6La1  84  (P42/m)
Cs3I9Nb2  194  (P63/mmc)
Cs3I9Sb2  164  (P-3m1)
Cs3I9Sb2  194  (P63/mmc)
Cs3I9Zr2  194  (P63/mmc)
Cs3O3Sb1  198  (P213)
Cs3O4Sb1  62  (Pnma)
Cu1Li1O1  119  (I-4m2)
Cu1Li1O2  12  (C2/m)
Cu1Li1O2  2  (P-1)
Cu1Li2P1  194  (P63/mmc)
Cu1Li3O3  136  (P42/mnm)
Cu1Lu1S2  62  (Pnma)
Cu1Lu1S2  156  (P3m1)
Cu1Lu1S2  19  (P212121)
Cu1Mg1P1  62  (Pnma)
Cu1Mn1O2  12  (C2/m)
Cu1Mo1O4  14  (P21/c)
Cu1Mo1O4  2  (P-1)
Cu1N1Sr1  62  (Pnma)
Cu1N2Ta1  166  (R-3m)
Cu1Na1O1  139  (I4/mmm)
Cu1Na1O1  119  (I-4m2)
Cu1Na1O2  2  (P-1)
Cu1Na1O2  12  (C2/m)
Cu1Na1O2  63  (Cmcm)
Cu1Na2P1  63  (Cmcm)
Cu1Nb1O3  12  (C2/m)
Cu1Nb3O8  14  (P21/c)
Cu1O1Rb1  139  (I4/mmm)
Cu1O1Rb1  119  (I-4m2)
Cu1O2Pr1  166  (R-3m)
Cu3S4Sb1  31  (Pmn21)
Cu3S4Sb1  121  (I-42m)
Cu3S4Ta1  215  (P-43m)
Cu3Sb4Y3  220  (I-43d)
Cu3Se4V1  215  (P-43m)
Cu3Te4V1  215  (P-43m)
Cu4In1Y1  216  (F-43m)
Cu4Na2S3  12  (C2/m)
Cu4P3Se4  2  (P-1)
Cu4P8Si1  88  (I41/a)
Cu4Pd1U1  216  (F-43m)
Cu4S4Ti1  121  (I-42m)
Cu7P1Se6  198  (P213)
Cu7S4Tl1  85  (P4/n)
Cu8Ge1S6  31  (Pmn21)
Cu8S6Si1  31  (Pmn21)
Dy1Mo6S8  148  (R-3)
Dy2O5Ti1  62  (Pnma)
Eu1F7Sn1  4  (P21)
Eu1F7Sn1  14  (P21/c)
Eu1Na1S2  166  (R-3m)
Eu1Nb1O4  15  (C2/c)
Eu1O2Rb1  166  (R-3m)
Eu1O3Rh1  62  (Pnma)
Eu1O3Sc1  62  (Pnma)
F3Mg1Na1  127  (P4/mbm)
F3Mg1Na1  221  (Pm-3m)
F3Mg1Na1  62  (Pnma)
F3Mg1Rb1  194  (P63/mmc)
F3Mg1Rb1  221  (Pm-3m)
F3Na1Ni1  62  (Pnma)
F3Na1Ni1  63  (Cmcm)
F3Na1Zn1  62  (Pnma)
F3Pb1Rb1  221  (Pm-3m)
F3Pb1Rb1  62  (Pnma)
F3Rb1Zn1  194  (P63/mmc)
F30O6Te7  2  (P-1)
F30O6Te7  148  (R-3)
F4Fe1Rb1  18  (P21212)
F4Hg1Rb2  139  (I4/mmm)
F4In1Li1  60  (Pbcn)
F4La1Rb1  62  (Pnma)
F4Li1Lu1  15  (C2/c)
F4Li1Mn1  14  (P21/c)
F4Li1Sb1  198  (P213)
F4Li1Sc1  88  (I41/a)
F4Mg1Rb2  139  (I4/mmm)
F4Mg1Sr1  36  (Cmc21)
F4Mn1Na1  14  (P21/c)
F4Mn1Rb1  14  (P21/c)
F6Li2Zr1  15  (C2/c)
F6Li2Zr1  14  (P21/c)
F6Li3Sc1  165  (P-3c1)
F6Mg1Pb1  148  (R-3)
F6Mg1Pd1  148  (R-3)
F6Mn1Na3  14  (P21/c)
F6Na1Sb1  205  (Pa-3)
F6Na1Sb1  225  (Fm-3m)
F6Na2Pt1  150  (P321)
F6Na2Si1  164  (P-3m1)
F6Na2Si1  150  (P321)
F6Na2Sn1  14  (P21/c)
F6Na2Sn1  136  (P42/mnm)
F6Na2Th1  150  (P321)
F6Na2Ti1  164  (P-3m1)
F6Na2Zr1  14  (P21/c)
F6Na3Sc1  128  (P4/mnc)
F6Na3Sc1  14  (P21/c)
F6Ni1Pb1  148  (R-3)
F6Ni1Rb2  225  (Fm-3m)
F6Ni1Sr1  166  (R-3m)
F6Pa1Rb1  67  (Cmme)
F6Pb1Pt1  166  (R-3m)
F6Pb1Te1  14  (P21/c)
F6Pb1Zn1  148  (R-3)
Fe1Li2S2  164  (P-3m1)
Fe1Li4N2  71  (Immm)
