Compound  SmmetryNum  SymetGroup
Ni5Zr1  216  (F-43m)
Ni7Pr2  166  (R-3m)
Ni7Th2  194  (P63/mmc)
Ni7Th2  166  (R-3m)
Ni7Zr2  12  (C2/m)
Np1Sb2  64  (Cmce)
Np1Si1  63  (Cmcm)
Np2Se5  137  (P42/nmc)
Np2Se5  60  (Pbcn)
O11Ti6  2  (P-1)
O13Ti7  2  (P-1)
O15Ti8  2  (P-1)
O17Ti9  2  (P-1)
O26V12  12  (C2/m)
Os1Te2  205  (Pa-3)
Os1Zr1  221  (Pm-3m)
Os2Tb1  194  (P63/mmc)
Os2Tm1  194  (P63/mmc)
P2Pd15  148  (R-3)
Pa1Rh3  221  (Pm-3m)
Pb1Po1  225  (Fm-3m)
Pb1Pt1  194  (P63/mmc)
Pb1Pt3  221  (Pm-3m)
Pb1Se1  221  (Pm-3m)
Pb1Se1  225  (Fm-3m)
Pb1Sr1  63  (Cmcm)
Pb1Sr2  62  (Pnma)
Pb1Te1  225  (Fm-3m)
Pb2Pd1  140  (I4/mcm)
Pb2Pr1  141  (I41/amd)
Pb2Pt1  140  (I4/mcm)
Pb2Pu1  141  (I41/amd)
Pb3Pu5  140  (I4/mcm)
Pb3Sr1  123  (P4/mmm)
Pb3Sr1  123  (P4/mmm)
Pb3Sr2  127  (P4/mbm)
Pb3Zr5  193  (P63/mcm)
Pb4Pt1  125  (P4/nbm)
Pb4Se4  225  (Fm-3m)
Pb4Sr5  62  (Pnma)
Pb5Sc6  72  (Ibam)
Pd1Pu1  62  (Pnma)
Pd1Sb2  205  (Pa-3)
Pd1Si1  62  (Pnma)
Pd1Sn1  62  (Pnma)
Pd1Sn2  64  (Cmce)
Pd1Sn3  64  (Cmce)
Pd1Te2  164  (P-3m1)
Pd1Th1  62  (Pnma)
Pd1Ti1  51  (Pmma)
Pd1Ti2  139  (I4/mmm)
Pd1Yb1  221  (Pm-3m)
Pd1Yb3  62  (Pnma)
Pd1Zr1  63  (Cmcm)
Pd1Zr2  139  (I4/mmm)
Pd1Zr2  139  (I4/mmm)
Pd2Sn1  62  (Pnma)
Pd2Ti1  71  (Immm)
Pd2Ti1  139  (I4/mmm)
Pd2Zr1  139  (I4/mmm)
Pd3Sn1  123  (P4/mmm)
Pd3Te2  63  (Cmcm)
Pd3Th1  194  (P63/mmc)
Pd3Ti2  63  (Cmcm)
Pd3Ti2  63  (Cmcm)
Pd3Tl1  139  (I4/mmm)
Pd4Pr3  148  (R-3)
Pd4Zr3  148  (R-3)
Pd5Sr1  191  (P6/mmm)
Pd5Th3  189  (P-62m)
Pd5Ti3  123  (P4/mmm)
Pd5Ti3  123  (P4/mmm)
Pd7Se2  14  (P21/c)
Pd8Sb3  167  (R-3c)
Pd9Si2  62  (Pnma)
Pd9Te4  14  (P21/c)
Pr1Rh1  63  (Cmcm)
Pr1Sb1  225  (Fm-3m)
Pr1Sb2  64  (Cmce)
Pr1Sn2  65  (Cmmm)
Pr2Sb1  139  (I4/mmm)
Pt1Sc2  62  (Pnma)
Pt1Si1  62  (Pnma)
Pt1Sn1  194  (P63/mmc)
Pt1Tb2  62  (Pnma)
Pt1Te1  166  (R-3m)
Pt1Te1  12  (C2/m)
Pt1Te2  164  (P-3m1)
Pt1Th1  63  (Cmcm)
Pt1Ti1  51  (Pmma)
Pt1Tl2  140  (I4/mcm)
Pt1Tm2  62  (Pnma)
Pt2Pu1  227  (Fd-3m)
Pt2Si1  139  (I4/mmm)
Pt2Si1  139  (I4/mmm)
Pt2Sr1  227  (Fd-3m)
Pt2Te3  166  (R-3m)
Pt2Te3  12  (C2/m)
Pt2Th1  139  (I4/mmm)
Pt3Sb1  139  (I4/mmm)
Pt3Sb2  72  (Ibam)
Pt3Si1  127  (P4/mbm)
Pt3Sn1  221  (Pm-3m)
Pt3Sr7  62  (Pnma)
Pt3Te4  166  (R-3m)
Pt3Te4  12  (C2/m)
Pt3Zn1  221  (Pm-3m)
Pt4Pu1  65  (Cmmm)
Pt4Sr5  62  (Pnma)
Pt4Tb3  148  (R-3)
Pt5Th3  189  (P-62m)
Pt5Ti3  72  (Ibam)
Pt6Si5  11  (P21/m)
Pt8Ti1  139  (I4/mmm)
Pu1Ru2  227  (Fd-3m)
Pu1Sb2  64  (Cmce)
Pu1Se1  225  (Fm-3m)
Pu1Se2  129  (P4/nmm)
Pu1Si1  62  (Pnma)
Pu1Si2  191  (P6/mmm)
Pu1Si2  141  (I41/amd)
Pu1Sn2  141  (I41/amd)
Pu1Sn3  221  (Pm-3m)
Pu1Te1  225  (Fm-3m)
Pu1Te2  129  (P4/nmm)
Pu2Se3  62  (Pnma)
Pu5Si3  140  (I4/mcm)
Re2Si1  14  (P21/c)
Rh1Sb1  62  (Pnma)
Rh1Sc1  221  (Pm-3m)
Rh1Si2  64  (Cmce)
Rh1Zr1  63  (Cmcm)
Rh2Si1  62  (Pnma)
Rh2Si1  62  (Pnma)
Rh2Sn1  62  (Pnma)
Rh4Si5  11  (P21/m)
Rh4Si5  11  (P21/m)
Ru1Ti1  221  (Pm-3m)
Ru1Ti1  221  (Pm-3m)
Ru1Zn3  139  (I4/mmm)
Ru1Zr1  221  (Pm-3m)
Ru1Zr1  221  (Pm-3m)
Ru4Si3  62  (Pnma)
Ru5Si3  55  (Pbam)
Sb1Sc1  225  (Fm-3m)
Sb1Sr2  139  (I4/mmm)
Sb1Ta3  223  (Pm-3n)
Sb1Tm1  221  (Pm-3m)
Sb1Zr2  139  (I4/mmm)
Sb1Zr3  82  (I-4)
Sb2Se3  62  (Pnma)
Sb2Sr1  11  (P21/m)
Sb2Ta1  12  (C2/m)
Sb2Te1  164  (P-3m1)
Sb2Te2  164  (P-3m1)
Sb2Te3  166  (R-3m)
Sb2Te3  12  (C2/m)
Sb2Te3  15  (C2/c)
Sb2Te3  15  (C2/c)
Sb2Te3  164  (P-3m1)
Sb2Te3  166  (R-3m)
Sb2Ti1  140  (I4/mcm)
Sb2Ti1  140  (I4/mcm)
Sb2Yb1  63  (Cmcm)
Sb3Sc5  62  (Pnma)
Sb8Te3  166  (R-3m)
Sc1Sn2  141  (I41/amd)
Sc1Zn2  194  (P63/mmc)
Sc2Te1  62  (Pnma)
Sc2Zr1  12  (C2/m)
Sc8Te3  12  (C2/m)
Se1Sn1  225  (Fm-3m)
Se1Ti1  166  (R-3m)
Se1Ti2  58  (Pnnm)
Se1Ti2  62  (Pnma)
Se1Zr2  58  (Pnnm)
Se2Ta1  194  (P63/mmc)
Se2Ti9  55  (Pbam)
Se2Yb1  129  (P4/nmm)
Se3Ta1  11  (P21/m)
Se3Ta1  11  (P21/m)
Se3Ta2  11  (P21/m)
Se3Tb2  62  (Pnma)
Se3Ti8  12  (C2/m)
Se4Ti3  12  (C2/m)
Se4Ti3  12  (C2/m)
Se4Ti5  87  (I4/m)
Si1Sr1  63  (Cmcm)
Si1Sr1  62  (Pnma)
Si1Sr1  63  (Cmcm)
Si1Sr2  194  (P63/mmc)
Si1Ta2  140  (I4/mcm)
Si1Te2  164  (P-3m1)
Si1Ti1  62  (Pnma)
Si1Yb1  63  (Cmcm)
Si1Zr1  62  (Pnma)
Si1Zr1  63  (Cmcm)
Si1Zr2  140  (I4/mcm)
Si2Th3  127  (P4/mbm)
Si2Ti1  63  (Cmcm)
Si2Ti1  70  (Fddd)
Si2Yb1  141  (I41/amd)
Si2Zr1  63  (Cmcm)
Si2Zr1  63  (Cmcm)
Si2Zr1  63  (Cmcm)
Si3Sr5  140  (I4/mcm)
Si3Ta1  82  (I-4)
Si3Tb2  63  (Cmcm)
Si3Ti5  193  (P63/mcm)
Si5Ta6  72  (Ibam)
Si5Yb3  189  (P-62m)
Si6Sr1  63  (Cmcm)
Sn1Sr1  63  (Cmcm)
Sn1Te1  221  (Pm-3m)
Sn1Te1  225  (Fm-3m)
Sn1Ti2  194  (P63/mmc)
Sn1Ti3  63  (Cmcm)
Sn1Ti3  194  (P63/mmc)
Sn1Yb2  194  (P63/mmc)
Sn1Zr2  194  (P63/mmc)
Sn1Zr3  223  (Pm-3n)
Sn2Ta1  70  (Fddd)
Sn2Th1  63  (Cmcm)
Sn2Zr1  70  (Fddd)
Sn3Sr1  166  (R-3m)
Sn3Sr5  140  (I4/mcm)
Sn3Ti2  64  (Cmce)
Sn3Ti5  193  (P63/mcm)
Sn3Zr5  193  (P63/mcm)
Sn4Sr1  63  (Cmcm)
Sn4Th5  62  (Pnma)
Sn5Sr3  63  (Cmcm)
Sn5Sr3  63  (Cmcm)
Sn5Ti6  71  (Immm)
Sn5Yb3  63  (Cmcm)
Sr1Zn1  62  (Pnma)
Sr1Zn2  74  (Imma)
Sr1Zn5  62  (Pnma)
Ta1Zn2  194  (P63/mmc)
Ta2Te3  12  (C2/m)
Tb1Tc2  194  (P63/mmc)
Tb2Te3  70  (Fddd)
Tc2Tm1  194  (P63/mmc)
Te1Zr2  62  (Pnma)
Te1Zr3  82  (I-4)
Te1Zr3  166  (R-3m)
Te2Yb1  129  (P4/nmm)
Te2Zr1  164  (P-3m1)
Te3Tl5  82  (I-4)
Te3Zr1  11  (P21/m)
Te3Zr1  11  (P21/m)
Te4Ti3  12  (C2/m)
Te4Ti5  87  (I4/m)
Te4Zr5  87  (I4/m)
Te5Tm2  63  (Cmcm)
Te5Zr1  63  (Cmcm)
Te6Zr5  164  (P-3m1)
Th1Zn4  139  (I4/mmm)
Ti1Zn1  221  (Pm-3m)
Ti2Zr1  191  (P6/mmm)
Tl3Tm1  221  (Pm-3m)
U2Zn17  166  (R-3m)
Y2Zn17  166  (R-3m)
Y6Zn23  225  (Fm-3m)
Yb1Zn2  74  (Imma)
Yb1Zn2  74  (Imma)
Zn1Zr2  139  (I4/mmm)
Al10Ba7  166  (R-3m)
Al11Pr3  71  (Immm)
Al12Mo1  204  (Im-3)
As8Ni11  15  (C2/c)
B1N1U1  63  (Cmcm)
B4U1V1  55  (Pbam)
B4U1W1  55  (Pbam)
B4U1W1  65  (Cmmm)
B4V1Y1  55  (Pbam)
B7W1Y3  63  (Cmcm)
Ba1Hg11  221  (Pm-3m)
Ba2Mg17  166  (R-3m)
Be1Zn13  226  (Fm-3c)
Be12Cr1  139  (I4/mmm)
Be12Mo1  139  (I4/mmm)
Be12Mo1  139  (I4/mmm)
Be13Er1  226  (Fm-3c)
Be17Nb2  166  (R-3m)
Be17Ta2  166  (R-3m)
Br16Ti7  58  (Pnnm)
C1B1Y1  65  (Cmmm)
C1B2U1  51  (Pmma)
C1B2U1  166  (R-3m)
C1B2Y1  135  (P42/mbc)
C1P1V3  63  (Cmcm)
C2U1W1  62  (Pnma)
C3U2W2  12  (C2/m)
Cd11Na2  200  (Pm-3)
Ce1Mg12  139  (I4/mmm)
Ce1Zn11  141  (I41/amd)
Ce2Mg17  194  (P63/mmc)
Ce3Zn11  71  (Immm)
Cl16Ti7  58  (Pnnm)
Cu10In7  12  (C2/m)
Cu10In7  12  (C2/m)
Cu10Sn3  162  (P-31m)
Cu10Zr7  64  (Cmce)
Cu11In9  10  (P2/m)
Dy3Zn11  71  (Immm)
Er1Zn12  139  (I4/mmm)
Fe1Zn13  12  (C2/m)
Fe1Zn13  12  (C2/m)
Fe13O19  12  (C2/m)
Fe17Th2  12  (C2/m)
Fe23Gd6  225  (Fm-3m)
Ga13Nb5  65  (Cmmm)
Gd1Mn12  139  (I4/mmm)
Gd1Mn12  139  (I4/mmm)
Gd1Zn12  139  (I4/mmm)
Gd3Zn11  71  (Immm)
Ge9Pd25  147  (P-3)
H4B1K1  62  (Pnma)
Hf27P16  71  (Immm)
Hf8Ni21  2  (P-1)
K1S8V5  12  (C2/m)
Mg12Nd1  139  (I4/mmm)
Mg17Sr2  194  (P63/mmc)
Mg2Zn11  200  (Pm-3)
Mo9Se11  63  (Cmcm)
Mo9Se11  63  (Cmcm)
Mo9Se11  176  (P63/m)
N5O4S6  14  (P21/c)
Nb12O29  12  (C2/m)
Nd2Zn17  166  (R-3m)
Nd3Zn11  71  (Immm)
Nd3Zn11  71  (Immm)
Nd5Ni19  166  (R-3m)
Ni10Zr7  64  (Cmce)
Ni21Zr8  2  (P-1)
Ni21Zr8  2  (P-1)
O18Ti10  2  (P-1)
O5V1Y2  15  (C2/c)
O6U1V2  162  (P-31m)
O6U1W1  14  (P21/c)
O6V2W1  136  (P42/mnm)
O7V2Y2  227  (Fd-3m)
Os4Zr11  225  (Fm-3m)
P2S6U1  84  (P42/m)
Pb9Pd13  15  (C2/c)
Pb9Pd13  15  (C2/c)
Pd13Te3  227  (Fd-3m)
Pd20Te7  148  (R-3)
Pd8Sn24  64  (Cmce)
Pr2Zn17  166  (R-3m)
Pu2Zn17  166  (R-3m)
Sb48Te9  166  (R-3m)
Ti1Zn16  63  (Cmcm)
Tm2Zn17  166  (R-3m)
Yb2Zn17  166  (R-3m)
Yb3Zn11  71  (Immm)
Ag1K1O1  216  (F-43m)
Ag1O4S1  2  (P-1)
Ag1O4S1  2  (P-1)
Ag1O4S1  15  (C2/c)
Al1B1W1  63  (Cmcm)
Al1N3V4  194  (P63/mmc)
Al1N3V4  194  (P63/mmc)
Al14Ca13  12  (C2/m)
As1P1U1  129  (P4/nmm)
As1S1Y1  14  (P21/c)
B1Co1W1  62  (Pnma)
B1Co3O5  55  (Pbam)
B1Co4Y1  191  (P6/mmm)
B1Fe2O4  14  (P21/c)
B1Fe2O4  14  (P21/c)
B1Fe3O5  55  (Pbam)
B1Fe3O5  55  (Pbam)
B1Hf2P1  194  (P63/mmc)
B1Mn3O5  55  (Pbam)
B2Ce3N4  71  (Immm)
B2Co2O5  2  (P-1)
B2Co2O5  2  (P-1)
B2Co5P1  140  (I4/mcm)
B2Fe1W2  71  (Immm)
B2Fe3U1  191  (P6/mmm)
B2Ir3Y1  12  (C2/m)
B2Mn5P1  140  (I4/mcm)
B2N4Nd3  71  (Immm)
B2Ni1O4  15  (C2/c)
B2Ni1W2  71  (Immm)
B2Ni3O6  58  (Pnnm)
B2Rh3Y1  12  (C2/m)
B3Co1W3  63  (Cmcm)
B4Cr1U1  55  (Pbam)
B4Dy1W1  55  (Pbam)
B4Er1V1  55  (Pbam)
B4Er1W1  55  (Pbam)
B4Fe1O7  63  (Cmcm)
B4Fe1U1  55  (Pbam)
B4Gd1W1  55  (Pbam)
B4Gd2O9  2  (P-1)
B4Ho1V1  55  (Pbam)
B4Mn1Y1  55  (Pbam)
B4Mn2W1  71  (Immm)
B4Mo1U1  55  (Pbam)
B4Mo1U1  65  (Cmmm)
B4Pu1W1  55  (Pbam)
B4Re1U1  55  (Pbam)
B4Re1U1  65  (Cmmm)
B4Re1Y1  55  (Pbam)
B4Rh1Y1  55  (Pbam)
B4Ru1U1  65  (Cmmm)
B4Tb1V1  55  (Pbam)
B4Th1W1  65  (Cmmm)
B6Fe2U1  71  (Immm)
B6Fe3Y4  166  (R-3m)
B6Mo1U2  55  (Pbam)
B6Ni3Y2  65  (Cmmm)
B6Os1U2  55  (Pbam)
B6Os1Y2  55  (Pbam)
B6Re1Y2  55  (Pbam)
B6Ru1Y2  55  (Pbam)
B7Fe1Y3  63  (Cmcm)
B7Ho3W1  63  (Cmcm)
B7Tm3W1  63  (Cmcm)
Ba11Bi10  139  (I4/mmm)
Ba2O4V1  14  (P21/c)
Ba2O7U2  74  (Imma)
Ba2S6U1  137  (P42/nmc)
Ba5I3P5  12  (C2/m)
Bi1O3V1  15  (C2/c)
Bi1O3Y1  221  (Pm-3m)
Bi10Ca11  139  (I4/mmm)
Br1O1V1  59  (Pmmn)
Br4S9V4  129  (P4/nmm)
C1As1V3  63  (Cmcm)
C1B1Gd1  65  (Cmmm)
C1B1Ho1  65  (Cmmm)
C1B2Lu1  135  (P42/mbc)
C1B2Lu1  55  (Pbam)
C1B2Lu1  127  (P4/mbm)
C1B2Pu1  166  (R-3m)
C1B2Sc1  135  (P42/mbc)
C1B3Nb3  63  (Cmcm)
C1B2Yb1  135  (P42/mbc)
C1B4Dy2  71  (Immm)
C1Co3W3  227  (Fd-3m)
C1Co6W6  227  (Fd-3m)
C1F2Gd2  164  (P-3m1)
C1F2Ho2  164  (P-3m1)
C1F2Ho2  2  (P-1)
C1Fe1W2  62  (Pnma)
C1Fe6W6  227  (Fd-3m)
C1Ge1V2  194  (P63/mmc)
C1Mn1O3  2  (P-1)
C1Mn1O3  2  (P-1)
C1Mn1O3  2  (P-1)
C1Nb2S1  194  (P63/mmc)
C1Nb2S2  166  (R-3m)
C1Nb2S2  164  (P-3m1)
C1Ni2W4  227  (Fd-3m)
C1S2Ta2  164  (P-3m1)
C1S2Ta2  166  (R-3m)
C1V3Zr3  227  (Fd-3m)
C2B2Ce1  127  (P4/mbm)
C2B2Dy1  127  (P4/mbm)
C2B2Er1  127  (P4/mbm)
C2B2Gd1  127  (P4/mbm)
C2B2Mg1  64  (Cmce)
C2B2Nd1  131  (P42/mmc)
C2B2Sc1  55  (Pbam)
C2Cr1U1  62  (Pnma)
C2Dy1W1  62  (Pnma)
C2Er1W1  62  (Pnma)
C2Fe1U1  122  (I-42d)
C2Fe1U1  129  (P4/nmm)
C2Mo1U1  62  (Pnma)
C2Ni1U1  129  (P4/nmm)
C2Os1U2  139  (I4/mmm)
C2Pt1U2  139  (I4/mmm)
C2Pu1W1  62  (Pnma)
C2Ru1U2  139  (I4/mmm)
C3Al1Y3  51  (Pmma)
C3Al6N2  166  (R-3m)
C3B2Th3  10  (P2/m)
C3Cr2N6  167  (R-3c)
C3Mo2U2  12  (C2/m)
C3Re2U2  12  (C2/m)
C4Cr4U1  87  (I4/m)
Ca1O9V4  85  (P4/n)
Ca2I1N1  194  (P63/mmc)
Ca2I1P1  166  (R-3m)
Cd1O4S1  164  (P-3m1)
Ce1P1S1  62  (Pnma)
Ce2S5U1  62  (Pnma)
Ce4O4S3  55  (Pbam)
Cl1O1V1  59  (Pmmn)
Co1K1O2  129  (P4/nmm)
Co1K3O2  62  (Pnma)
Co1N2O6  148  (R-3)
Co1P1W1  62  (Pnma)
Co2F7K3  139  (I4/mmm)
Co2O7P2  14  (P21/c)
Co2O7P2  12  (C2/m)
Co2P2U1  129  (P4/nmm)
Co2P2U1  129  (P4/nmm)
Co3P2Y1  59  (Pmmn)
Cr1O4U1  60  (Pbcn)
Cr1O4V1  12  (C2/m)
Cr1P1S4  12  (C2/m)
Cr1S3U1  62  (Pnma)
Cr1S4V2  12  (C2/m)
Cr2O6U1  162  (P-31m)
Cr3K1S5  12  (C2/m)
Cr3N1P1  63  (Cmcm)
Cr6P4U1  59  (Pmmn)
Cs1S8V5  12  (C2/m)
Cu1F4K2  120  (I-4c2)
Cu1F4K2  140  (I4/mcm)
Cu1K1O1  216  (F-43m)
Cu1O4W1  2  (P-1)
Cu1O4W1  2  (P-1)
Cu1O4W1  2  (P-1)
Cu1O4W1  2  (P-1)
Cu1P2U1  139  (I4/mmm)
Cu2O7P2  15  (C2/c)
Cu2O7V2  15  (C2/c)
Dy1F1O1  166  (R-3m)
Dy1P1S1  62  (Pnma)
Dy2O1S2  62  (Pnma)
Dy2O1S2  14  (P21/c)
Dy2O2S1  164  (P-3m1)
Dy2O7V2  227  (Fd-3m)
Er1F1O1  166  (R-3m)
Er1P1S1  62  (Pnma)
Er2O1S2  14  (P21/c)
Er2O7V2  227  (Fd-3m)
Eu2I1O2  12  (C2/m)
Eu2I1P1  166  (R-3m)
Eu2I5K1  14  (P21/c)
Eu2P2S6  14  (P21/c)
F1Ho1O1  166  (R-3m)
F1Ho1S1  129  (P4/nmm)
F1Mg2N1  141  (I41/amd)
F1N3Ta2  191  (P6/mmm)
F1Nd1O1  166  (R-3m)
F1Se1Y1  62  (Pnma)
F14K5V3  128  (P4/mnc)
F3K1Mn1  11  (P21/m)
F4K1Ti1  62  (Pnma)
F4K2Ni1  139  (I4/mmm)
F4Na1V1  14  (P21/c)
Fe1K2O4  62  (Pnma)
Fe1O4P1  61  (Pbca)
Fe1O4V2  227  (Fd-3m)
Fe1P1V1  62  (Pnma)
Fe1S3U1  63  (Cmcm)
Fe1S4V2  12  (C2/m)
Fe1S5U2  15  (C2/c)
Fe2K4O5  14  (P21/c)
Fe5P3Y1  62  (Pnma)
Ga10Hf11  139  (I4/mmm)
Gd1P1S1  62  (Pnma)
Gd2O2S1  164  (P-3m1)
Gd2S5U1  62  (Pnma)
Ge1N1V3  63  (Cmcm)
Ge1O4U1  88  (I41/a)
Ge1S1U1  129  (P4/nmm)
H1Fe1O2  87  (I4/m)
H1Mn1O2  14  (P21/c)
H1Ni1O2  10  (P2/m)
H1Ni1O2  12  (C2/m)
H1Ni1O2  2  (P-1)
H1O2Tb1  11  (P21/m)
H2B2Ca1  62  (Pnma)
H3B2Ca1  14  (P21/c)
H4N2Yb1  141  (I41/amd)
H8B2Ca1  15  (C2/c)
Ho1I1S1  59  (Pmmn)
Ho1O3V1  62  (Pnma)
Ho1O3V1  62  (Pnma)
Ho1O4V1  88  (I41/a)
Ho1O4V1  15  (C2/c)
Ho1O4V1  88  (I41/a)
Ho2O2S1  164  (P-3m1)
I1N1Sr2  166  (R-3m)
I1N1Ti1  59  (Pmmn)
I1N1Ti1  59  (Pmmn)
I1Na1O3  65  (Cmmm)
I1Na1O4  88  (I41/a)
I1Np1O1  129  (P4/nmm)
I1O1Tm1  129  (P4/nmm)
I3K1Sn1  221  (Pm-3m)
I5K2Pr1  62  (Pnma)
In1P1S4  82  (I-4)
K1O6Os2  2  (P-1)
K1Se8V5  12  (C2/m)
K2O16V8  12  (C2/m)
K2O4Ru1  62  (Pnma)
La1N3U1  62  (Pnma)
La1S3V1  62  (Pnma)
Li5O7W2  2  (P-1)
Lu2O7V2  227  (Fd-3m)
Mg1O3V1  65  (Cmmm)
Mg1O5V2  63  (Cmcm)
Mn1N3U2  71  (Immm)
Mn1O3V1  62  (Pnma)
Mn1O3Y1  194  (P63/mmc)
Mn1O4P1  62  (Pnma)
Mn1P1S3  12  (C2/m)
Mn2O5Y1  55  (Pbam)
Mn2O7P2  12  (C2/m)
Mn2O7V2  12  (C2/m)
Mn5P3U1  62  (Pnma)
Mo1O8U2  55  (Pbam)
Mo1O8V2  12  (C2/m)
Mo2O7Y2  227  (Fd-3m)
Mo2O8U1  50  (Pban)
Mo2O8U1  50  (Pban)
N2Te1U2  139  (I4/mmm)
Na1S2V1  164  (P-3m1)
Nd2O2S1  164  (P-3m1)
Ni1O4W1  13  (P2/c)
Ni1O4W1  13  (P2/c)
Ni1P1V1  62  (Pnma)
Ni1P3W2  12  (C2/m)
Ni1S3U1  62  (Pnma)
Ni1S4V2  12  (C2/m)
Ni1S8V4  12  (C2/m)
Ni2O7P2  14  (P21/c)
Ni2O7P2  12  (C2/m)
Ni2O7P2  14  (P21/c)
Ni2O7V2  14  (P21/c)
Ni2P2U1  139  (I4/mmm)
Ni3O8P2  14  (P21/c)
O1Te1U1  129  (P4/nmm)
O1V3Zr3  227  (Fd-3m)
O10P2W2  62  (Pnma)
O2S1Tm2  164  (P-3m1)
O2Te1U2  139  (I4/mmm)
O20P4W4  11  (P21/m)
O3Pr1V1  221  (Pm-3m)
O3Tm1V1  62  (Pnma)
O3V1Yb1  14  (P21/c)
O4P1Tb1  88  (I41/a)
O4P1Tm1  141  (I41/amd)
O4Pb1S1  62  (Pnma)
O4Pr1V1  141  (I41/amd)
O4S1Sr1  62  (Pnma)
O4Tb1V1  141  (I41/amd)
O4Tb1V1  70  (Fddd)
O4Te1V1  14  (P21/c)
O4Te1V1  14  (P21/c)
O4Te3U4  139  (I4/mmm)
O4Tm1V1  141  (I41/amd)
O5Si1Y2  14  (P21/c)
O7Sr3V2  139  (I4/mmm)
O7Ti2Y2  227  (Fd-3m)
O9P3Ru1  2  (P-1)
O9Sr1V4  85  (P4/n)
P1Pr1S1  62  (Pnma)
P1S1Tb1  62  (Pnma)
P1S1Tm1  62  (Pnma)
P1S4Yb1  142  (I41/acd)
P1Te1U1  139  (I4/mmm)
Pb1S5U2  14  (P21/c)
Pd2S4U1  88  (I41/a)
Pu2S5U1  62  (Pnma)
Rb1S8V5  12  (C2/m)
Rb15Tl27  189  (P-62m)
Ru1S3U1  62  (Pnma)
S1Si1U1  129  (P4/nmm)
S1Te1U1  62  (Pnma)
S5Ti1U2  62  (Pnma)
S5U2Zr1  62  (Pnma)
Sb5U3V1  193  (P63/mcm)
Ag1Bi1O3  148  (R-3)
Ag1Ca1P1  189  (P-62m)
Ag1Cl1O4  11  (P21/m)
Ag1Cu1F3  2  (P-1)
Ag1Cu1S1  129  (P4/nmm)
Ag1F6Pd1  2  (P-1)
Ag1Fe2S3  64  (Cmce)
Ag1Fe2S3  14  (P21/c)
Ag1Hg1O2  2  (P-1)
Ag1Mg1Y1  189  (P-62m)
Ag1Mn1O4  14  (P21/c)
Ag1Na1O1  216  (F-43m)
Ag1O1Rb1  216  (F-43m)
Ag1P1Pd5  123  (P4/mmm)
Ag1Pb1Y1  189  (P-62m)
Ag1S3Ta1  63  (Cmcm)
Ag1Sb2Y1  129  (P4/nmm)
Ag1Si1Y1  189  (P-62m)
Ag2Ni1O2  166  (R-3m)
Ag2Ni1O2  12  (C2/m)
Ag3As1O4  218  (P-43n)
Ag3Ga8Y3  71  (Immm)
Al1B1Mo1  63  (Cmcm)
Al1B4Lu1  65  (Cmmm)
Al1B4Lu1  55  (Pbam)
Al1B4Tm1  55  (Pbam)
Al1B4Yb1  55  (Pbam)
Al1B4Yb1  65  (Cmmm)
Al1B4Yb1  55  (Pbam)
Al1B6Yb2  55  (Pbam)
Al1Co1U1  189  (P-62m)
Al1Cs9O4  140  (I4/mcm)
Al1Er3N1  221  (Pm-3m)
Al1Eu3O5  140  (I4/mcm)
Al1Ge1Y1  63  (Cmcm)
Al1Hf2N1  194  (P63/mmc)
Al1Hf3N1  63  (Cmcm)
Al1Ho1O3  62  (Pnma)
Al1Ir1U1  189  (P-62m)
Al1Mg1Y1  189  (P-62m)
Al1Mn2V1  225  (Fm-3m)
Al1N1Ti2  194  (P63/mmc)
Al1N1Zr2  194  (P63/mmc)
Al1N3Nb4  194  (P63/mmc)
Al1N3Ti4  194  (P63/mmc)
Al1Ni1Y1  189  (P-62m)
Al1Ni8Y3  194  (P63/mmc)
Al1O3Tb1  62  (Pnma)
Al1Pd1Y1  62  (Pnma)
Al1Pt1Y1  62  (Pnma)
Al1Rh1U1  189  (P-62m)
Al1Si1Y1  63  (Cmcm)
Al2Au2U1  129  (P4/nmm)
Al2B2Ru3  65  (Cmmm)
Al2Co1Y1  63  (Cmcm)
Al2I2La3  12  (C2/m)
Al2Pd5U1  139  (I4/mmm)
Al20U1V2  227  (Fd-3m)
Al8Fe4U1  139  (I4/mmm)
Al8Mn4U1  139  (I4/mmm)
Al9Co3U2  63  (Cmcm)
Al9Co3Y2  63  (Cmcm)
As1Cu3S4  215  (P-43m)
As1Eu1S1  14  (P21/c)
As1Fe1O4  14  (P21/c)
As1Fe1O4  14  (P21/c)
As1Hg1K1  194  (P63/mmc)
As1Ho1S1  14  (P21/c)
As1La1S1  14  (P21/c)
As1Ni1V1  62  (Pnma)
As1Pr1S1  14  (P21/c)
As1S1Tb1  14  (P21/c)
As1S1Tm1  14  (P21/c)
As1Sb1U1  129  (P4/nmm)
As1Se1Y1  14  (P21/c)
As2Co2O7  12  (C2/m)
As2Cu1Y1  129  (P4/nmm)
As2Cu3O8  14  (P21/c)
As2Cu3O8  14  (P21/c)
As2Cu4O9  2  (P-1)
As2Fe1U1  129  (P4/nmm)
As2Mn2O7  12  (C2/m)
As2Ni2O7  12  (C2/m)
As2Ni2U1  129  (P4/nmm)
As2Ni3O8  64  (Cmce)
As2Ni3O8  14  (P21/c)
As2Pd1U1  129  (P4/nmm)
As3Cd4K1  166  (R-3m)
